veh_id,departure_time,arrival_time,enter_location_system,leave_location_system,vehicle_type,parking_zone_sequence,intend_parking_block,prone_factor,max_num_of_zones_can_pass_through,actual_passed_through_zones_num,actual_passed_through_zones,whether_parking_success,parking_space_id,parking_time_legal,cruising_time_threshold_legal,average_cruising_speed,actual_cruising_time,selfish_factor,illegal_behavior_state,parking_space_type_illegal1,average_cruising_speed_illegal,actual_cruising_time_illegal,whether_illegal_parking_success
parking_B_1_PARK_0,765,5153,bi,do,PARK,"['b', 'a', 'c']",b14,2,3,1,['b'],True,bp14_2,4153.009344543048,149,4.480758355970322,32,1,0,,,0,False
parking_C_1_PARK_1,795,2703,di,co,PARK,"['c', 'b', 'a']",c8,0,2,1,['c'],True,cp5_2,1616.5664345817663,135,6.126299494838519,3,0,0,,,0,False
parking_C_1_PARK_2,806,4017,bi,co,PARK,"['c', 'a', 'b']",c10,2,1,1,['c'],True,cp10_1,2773.0311119966177,30,3.7590690053764573,3,1,0,,,0,False
parking_B_1_LUL_4,872,2730,ai,do,LUL,"['b', 'a', 'c']",b18,0,1,1,['b'],True,bp11_1,1534.8282993520916,147,4.1067994179466005,52,0,0,,,0,False
parking_B_1_PUDO_3,887,1259,ci,do,PUDO,"['b', 'a', 'c']",b11,1,2,1,['b'],True,bp11_5,84.18264195102992,202,10.442525189769228,10,1,0,,,0,False
parking_A_1_LUL_6,918,3632,di,bo,LUL,"['a', 'b', 'c']",a8,1,2,1,['a'],True,ap12_4,2422.733108524336,232,4.224936351456659,50,1,0,,,0,False
parking_B_1_PUDO_4,967,1306,ai,do,PUDO,"['b', 'a', 'c']",b8,2,2,1,['b'],True,bp18_5,27.867565058177274,179,4.073225633993602,81,0,0,,,0,False
parking_B_1_PUDO_5,1014,1383,ci,bo,PUDO,"['b', 'a', 'c']",b11,2,2,1,['b'],True,bp11_5,119.26443298348978,118,10.815229881048174,11,1,0,,,0,False
parking_A_1_LUL_7,1051,4045,bi,do,LUL,"['a', 'b', 'c']",a18,2,2,1,['a'],True,ap18_1,2695.749868112544,192,4.974814694250593,50,0,0,,,0,False
parking_B_1_PUDO_6,1066,1546,ai,do,PUDO,"['b', 'a', 'c']",b17,1,1,1,['b'],True,bp17_4,144.66282207492048,201,6.383662216250702,56,0,0,,,0,False
parking_C_1_PUDO_3,1073,1588,bi,ao,PUDO,"['c', 'a', 'b']",c7,1,1,1,['c'],True,cp10_2,34.22411359229004,254,7.0629336606739805,175,1,0,,,0,False
parking_C_1_LUL_1,1076,4072,di,ao,LUL,"['c', 'b', 'a']",c8,2,2,1,['c'],True,cp8_3,2763.027698757339,334,3.90646407026489,51,1,0,,,0,False
parking_B_1_PARK_1,1094,2685,di,co,PARK,"['b', 'a', 'c']",b7,0,3,1,['b'],True,bp17_2,1256.0504993015707,185,4.279657101818468,49,1,0,,,0,False
parking_A_1_PUDO_5,1151,1658,ai,bo,PUDO,"['a', 'c', 'b']",a17,1,1,1,['a'],True,ap17_5,149.7034114346165,113,5.384060677016574,70,1,0,,,0,False
parking_A_1_LUL_8,1160,3860,bi,co,LUL,"['a', 'b', 'c']",a18,1,2,1,['a'],True,ap18_2,2386.8680516542436,98,5.505960797627525,50,1,0,,,0,False
parking_A_1_PARK_5,1292,2605,bi,do,PARK,"['a', 'b', 'c']",a8,1,1,1,['a'],True,ap14_2,981.1974107168704,260,4.200874896702184,101,1,0,,,0,False
parking_A_1_PUDO_6,1296,1779,ci,ao,PUDO,"['a', 'b', 'c']",a18,1,2,1,['a'],True,ap7_3,77.55801073163549,233,6.548869718430816,129,1,0,,,0,False
parking_A_1_PARK_6,1321,1708,bi,ao,PARK,"['a', 'b', 'c']",a12,1,1,1,['a'],False,,4721.64331155766,102,5.939866188586079,102,0,0,,,0,False
parking_A_1_PUDO_7,1329,2455,bi,ao,PUDO,"['a', 'b', 'c']",a12,0,2,1,['a'],True,ap8_2,812.1119500756215,213,4.070850441109473,55,0,0,,,0,False
parking_B_1_PARK_2,1356,3149,bi,ao,PARK,"['b', 'c', 'a']",b14,2,3,1,['b'],True,bp14_3,1595.1897678721498,192,7.5607887937040585,16,1,0,,,0,False
parking_A_1_PARK_7,1456,4273,bi,ao,PARK,"['a', 'c', 'b']",a11,2,3,1,['a'],True,ap8_4,4701.379484617697,158,5.049626096487525,184,1,1,PUDO,3.5159672271886424,26,True
parking_A_1_PUDO_8,1460,2023,ai,ao,PUDO,"['a', 'b', 'c']",a11,2,3,1,['a'],True,ap11_3,322.4722708784219,190,9.038523061028135,12,1,0,,,0,False
parking_B_1_PUDO_7,1519,2091,di,co,PUDO,"['b', 'c', 'a']",b8,2,2,1,['b'],True,bp18_5,195.30940624602377,180,4.267448634422157,116,0,0,,,0,False
parking_A_1_LUL_9,1526,2903,ci,do,LUL,"['a', 'c', 'b']",a11,1,2,1,['a'],True,ap11_4,1124.5923920185558,164,5.210965753875979,65,0,0,,,0,False
parking_A_1_PUDO_9,1536,2316,bi,do,PUDO,"['a', 'b', 'c']",a8,1,1,1,['a'],True,ap8_3,581.1523575920545,137,6.4566922974570735,15,0,0,,,0,False
parking_A_1_PARK_8,1570,4023,di,ao,PARK,"['a', 'b', 'c']",a7,1,3,1,['a'],True,ap8_1,3882.3046488396685,221,6.5089611107454,273,1,1,LUL,5.851925282492271,52,True
parking_A_1_LUL_10,1601,3557,bi,bo,LUL,"['a', 'c', 'b']",a11,2,2,1,['a'],True,ap13_1,1631.2575347797801,191,6.271198702061152,70,1,0,,,0,False
parking_B_1_PARK_3,1629,4131,ci,ao,PARK,"['b', 'a', 'c']",b12,1,3,1,['b'],True,bp12_1,2182.2248813014494,187,7.52495817400432,33,1,0,,,0,False
parking_B_1_PUDO_8,1630,2607,bi,bo,PUDO,"['b', 'a', 'c']",b17,2,2,1,['b'],True,bp17_4,909.1388463879373,190,9.873094013067316,10,1,0,,,0,False
parking_B_1_PUDO_9,1657,2527,bi,ao,PUDO,"['b', 'a', 'c']",b13,1,2,2,"['b', 'a']",True,ap12_2,272.0575037368666,173,3.605538089907732,197,0,0,,,0,False
parking_A_1_LUL_11,1683,4463,ci,co,LUL,"['a', 'c', 'b']",a18,0,3,1,['a'],True,ap14_1,2464.532119374713,222,4.601234903167068,39,1,0,,,0,False
parking_C_1_PUDO_4,1712,2168,ci,ao,PUDO,"['c', 'a', 'b']",c8,1,1,1,['c'],True,cp8_2,185.96929534530804,121,6.431838437282791,18,0,0,,,0,False
parking_B_1_PUDO_10,1716,1952,ci,co,PUDO,"['b', 'c', 'a']",b13,0,3,1,['b'],True,bp11_5,5.244729378725832,99,10.426090052194937,12,0,0,,,0,False
parking_A_1_LUL_12,1800,2728,di,do,LUL,"['a', 'b', 'c']",a18,2,3,1,['a'],True,ap18_3,762.0297426126139,265,8.328258392204361,26,1,0,,,0,False
parking_A_1_LUL_13,1865,2744,ci,ao,LUL,"['a', 'b', 'c']",a17,2,2,1,['a'],True,ap17_1,610.6092812729495,254,4.655461126285546,37,1,0,,,0,False
parking_A_1_PUDO_10,1878,2991,ci,bo,PUDO,"['a', 'c', 'b']",a17,2,1,1,['a'],True,ap17_5,802.9784352556798,200,7.941745112094359,19,1,0,,,0,False
parking_A_1_PUDO_11,1879,3393,bi,ao,PUDO,"['a', 'c', 'b']",a7,1,2,1,['a'],True,ap7_3,1248.4156958327117,222,5.832163478860618,23,0,0,,,0,False
parking_A_1_PUDO_12,1888,2290,di,bo,PUDO,"['a', 'b', 'c']",a8,1,2,1,['a'],True,ap8_5,171.53286111531202,286,6.247397338186423,20,1,0,,,0,False
parking_B_1_PUDO_11,1955,3358,ci,bo,PUDO,"['b', 'a', 'c']",b8,2,3,1,['b'],True,bp18_5,1099.9520296012952,254,4.836220042761364,154,1,0,,,0,False
parking_A_1_PARK_9,1974,4469,ci,bo,PARK,"['a', 'b', 'c']",a7,1,2,1,['a'],True,ap14_3,4214.497081457101,84,6.540740180945697,119,1,1,LUL,5.762366478751387,35,True
parking_C_1_PARK_3,2011,5399,di,do,PARK,"['c', 'a', 'b']",c7,1,1,1,['c'],True,cp7_3,3910.6881547229777,202,5.174336518423345,15,0,0,,,0,False
parking_B_1_LUL_5,2150,3427,di,co,LUL,"['b', 'a', 'c']",b12,0,2,1,['b'],True,bp17_1,928.1846308564402,257,3.2720153331513475,43,1,0,,,0,False
parking_C_1_LUL_2,2199,3484,bi,do,LUL,"['c', 'a', 'b']",c10,1,1,1,['c'],True,cp8_5,886.6993620752675,246,3.9124693134338457,69,1,0,,,0,False
parking_A_1_PUDO_13,2203,2839,ci,ao,PUDO,"['a', 'c', 'b']",a11,2,2,1,['a'],True,ap11_3,333.8969681540948,188,5.259552233355506,69,1,0,,,0,False
parking_C_1_LUL_3,2262,4093,di,do,LUL,"['c', 'b', 'a']",c10,2,2,1,['c'],True,cp7_1,1610.524206623445,217,7.3347407612033875,60,1,0,,,0,False
parking_A_1_PUDO_14,2276,2824,di,do,PUDO,"['a', 'b', 'c']",a8,2,1,1,['a'],True,ap8_2,449.4124081695605,92,7.23186439393605,17,0,0,,,0,False
parking_B_1_PUDO_12,2282,3012,ai,co,PUDO,"['b', 'a', 'c']",b7,0,2,1,['b'],True,bp11_5,399.02103606729054,83,3.572847523884881,71,1,0,,,0,False
parking_A_1_LUL_14,2301,5157,ai,bo,LUL,"['a', 'b', 'c']",a8,2,1,1,['a'],True,ap12_3,2504.2487330978756,272,7.21746398590886,15,0,0,,,0,False
parking_A_1_LUL_15,2310,4601,bi,do,LUL,"['a', 'b', 'c']",a18,2,2,1,['a'],True,ap18_5,2032.4978036570112,320,5.202454389213774,48,1,0,,,0,False
parking_C_1_PARK_4,2334,4048,ci,ao,PARK,"['c', 'a', 'b']",c7,2,3,1,['c'],True,cp7_4,1463.3945697907739,220,7.540526359775404,6,1,0,,,0,False
parking_B_1_LUL_6,2340,4546,ai,co,LUL,"['b', 'a', 'c']",b18,1,1,1,['b'],True,bp18_1,1966.3172871879103,189,6.7771587578014785,37,1,0,,,0,False
parking_C_1_PUDO_5,2414,3140,bi,do,PUDO,"['c', 'b', 'a']",c8,1,1,1,['c'],True,cp8_2,439.20725209454054,168,3.7078840960379473,15,0,0,,,0,False
parking_B_1_PUDO_13,2430,2954,bi,co,PUDO,"['b', 'a', 'c']",b13,1,3,1,['b'],True,bp17_2,244.93678357350234,145,5.531807288675151,154,1,1,PARK,9.243038043251037,9,True
parking_B_1_LUL_7,2447,5399,bi,co,LUL,"['b', 'a', 'c']",b18,1,2,1,['b'],True,bp11_1,2656.030393016203,315,3.9140429251643347,115,1,0,,,0,False
parking_C_1_PARK_5,2455,5399,di,ao,PARK,"['c', 'b', 'a']",c8,1,2,1,['c'],True,cp5_2,2842.201114221581,78,6.449847150067555,58,0,0,,,0,False
parking_A_1_LUL_16,2470,5399,ai,bo,LUL,"['a', 'b', 'c']",a11,2,2,1,['a'],True,ap14_4,2634.1670838044197,299,6.596389733724279,84,1,0,,,0,False
parking_B_1_LUL_8,2507,5399,ai,co,LUL,"['b', 'a', 'c']",b7,2,3,1,['b'],True,bp7_2,2928.5756677292707,184,5.576167813914255,48,0,0,,,0,False
parking_A_1_PUDO_15,2513,2774,bi,do,PUDO,"['a', 'b', 'c']",a13,0,3,1,['a'],True,ap8_3,48.05026535358435,201,5.3282901928104165,41,0,0,,,0,False
parking_B_1_PUDO_14,2521,2952,ai,co,PUDO,"['b', 'a', 'c']",b18,1,2,1,['b'],True,bp17_4,33.38584426006445,126,5.946401898882065,144,1,1,PUDO,9.362094480732749,18,True
parking_B_1_LUL_9,2524,5399,ai,bo,LUL,"['b', 'c', 'a']",b17,2,3,1,['b'],True,bp17_3,2900.3646388880948,263,8.098042480343729,37,1,0,,,0,False
parking_A_1_PUDO_16,2571,3245,bi,ao,PUDO,"['a', 'c', 'b']",a18,0,1,1,['a'],True,ap8_3,384.2383941500982,160,4.280321932768393,41,0,0,,,0,False
parking_A_1_LUL_17,2586,4520,ci,co,LUL,"['a', 'b', 'c']",a13,0,2,1,['a'],True,ap17_1,1675.165343787496,156,5.002968381996859,34,1,0,,,0,False
parking_B_1_LUL_10,2649,3241,di,do,LUL,"['b', 'c', 'a']",b18,1,2,1,['b'],False,,1710.5957741683264,227,3.131495550974371,227,0,0,,,0,False
parking_C_1_PUDO_6,2699,3190,di,do,PUDO,"['c', 'a', 'b']",c7,2,2,1,['c'],True,cp7_2,332.0569971648798,213,6.07735853957805,7,0,0,,,0,False
parking_A_1_LUL_18,2752,5399,di,bo,LUL,"['a', 'b', 'c']",a18,2,1,1,['a'],True,ap18_3,2483.6263626154428,366,3.8852367276105833,56,1,0,,,0,False
parking_A_1_PUDO_17,2763,3359,ci,bo,PUDO,"['a', 'b', 'c']",a17,2,2,1,['a'],True,ap17_5,278.0818660050958,178,4.926128543873518,42,1,0,,,0,False
parking_C_1_PUDO_7,2792,3183,ci,co,PUDO,"['c', 'a', 'b']",c8,1,1,1,['c'],True,cp8_4,84.45420623266308,189,7.845740244423329,20,1,0,,,0,False
parking_B_1_PARK_4,2793,3575,ai,co,PARK,"['b', 'a', 'c']",b18,0,3,1,['b'],True,bp11_2,531.9784656751508,220,7.985853551853899,20,0,0,,,0,False
parking_B_1_PUDO_15,2833,3894,ai,bo,PUDO,"['b', 'a', 'c']",b8,1,1,1,['b'],True,bp11_5,814.9068882610231,175,7.294837840264995,72,1,0,,,0,False
parking_C_1_LUL_4,2969,4408,ai,do,LUL,"['c', 'a', 'b']",c10,1,1,1,['c'],True,c10_il,1733.6123728933114,218,8.672719504186022,342,1,2,,8.622451686438334,124,True
parking_A_1_PUDO_18,2997,3408,ci,co,PUDO,"['a', 'b', 'c']",a14,1,2,1,['a'],True,ap8_2,160.78193282586577,63,7.141826715130001,87,1,1,PUDO,8.26854445934061,24,True
parking_A_1_PUDO_19,3031,3457,bi,bo,PUDO,"['a', 'b', 'c']",a11,2,2,1,['a'],True,ap11_3,79.66873098511019,183,6.809987648905683,43,0,0,,,0,False
parking_A_1_PUDO_20,3043,3433,ci,do,PUDO,"['a', 'c', 'b']",a14,1,2,1,['a'],True,ap12_2,191.25094141343655,235,7.730962329551732,21,1,0,,,0,False
parking_B_1_LUL_11,3081,5399,ci,co,LUL,"['b', 'c', 'a']",b8,2,2,1,['b'],True,bp8_3,2353.962027976182,248,4.189041534287941,77,1,0,,,0,False
parking_B_1_PARK_5,3104,5284,bi,co,PARK,"['b', 'a', 'c']",b7,0,2,1,['b'],True,bp17_2,1940.5488881732529,210,3.069670153795004,42,1,0,,,0,False
parking_C_1_LUL_5,3130,4642,di,ao,LUL,"['c', 'b', 'a']",c10,1,1,1,['c'],True,cp7_2,2423.6960336999323,120,6.792113321061198,138,1,1,PUDO,4.975025203828321,18,True
parking_A_1_LUL_19,3137,5399,bi,bo,LUL,"['a', 'b', 'c']",a18,2,3,1,['a'],True,ap11_1,2648.564048121285,162,6.516385665507073,133,1,0,,,0,False
parking_A_1_PUDO_21,3157,3525,ai,co,PUDO,"['a', 'b', 'c']",a18,0,1,1,['a'],True,ap8_3,131.73787671437375,218,8.681756030799844,4,1,0,,,0,False
parking_C_1_PARK_6,3183,5399,di,co,PARK,"['c', 'b', 'a']",c7,2,1,1,['c'],True,cp7_5,3552.9137277094783,173,5.545577835679945,14,1,0,,,0,False
parking_C_1_PUDO_8,3196,4236,bi,do,PUDO,"['c', 'b', 'a']",c8,1,2,1,['c'],True,cp8_2,751.7648761112739,192,3.1680111473514114,18,0,0,,,0,False
parking_A_1_PARK_10,3250,5399,bi,do,PARK,"['a', 'b', 'c']",a13,1,1,1,['a'],True,ap18_4,2192.732781963425,156,7.458126778889791,95,0,0,,,0,False
parking_B_1_PUDO_16,3275,4148,bi,ao,PUDO,"['b', 'c', 'a']",b7,1,2,1,['b'],True,b7_il,724.5434441996456,158,3.0850030637370756,294,1,2,,2.828232440790943,136,True
parking_A_1_PUDO_22,3301,3895,ai,bo,PUDO,"['a', 'c', 'b']",a13,1,3,1,['a'],True,ap17_5,165.540290909749,155,6.848729256936125,113,1,0,,,0,False
parking_B_1_PARK_6,3345,5399,ci,co,PARK,"['b', 'c', 'a']",b8,1,3,1,['b'],True,bp8_1,3109.3622228357976,142,5.615883032165563,61,0,0,,,0,False
parking_C_1_PUDO_9,3372,3774,bi,do,PUDO,"['c', 'a', 'b']",c8,1,3,1,['c'],True,cp8_4,76.02983963374955,128,3.089069097874118,14,1,0,,,0,False
parking_B_1_PARK_7,3415,5399,bi,ao,PARK,"['b', 'c', 'a']",b14,2,2,1,['b'],True,bp14_1,4408.57311116657,154,7.519645268997232,14,1,0,,,0,False
parking_A_1_PARK_11,3423,3918,bi,do,PARK,"['a', 'c', 'b']",a11,1,2,1,['a'],False,,1767.1905460060925,204,5.884208906066597,306.0,1,3,,5.451827848158852,102,False
parking_A_1_PARK_12,3426,5217,di,ao,PARK,"['a', 'c', 'b']",a8,1,1,1,['a'],True,ap14_2,3020.804094059897,76,4.9273357273501635,93,1,1,PARK,6.084166078280235,17,True
parking_B_1_PUDO_17,3429,4136,di,ao,PUDO,"['b', 'c', 'a']",b17,2,2,1,['b'],True,bp14_3,242.65163664534248,147,2.5990896428552333,165,1,1,PARK,9.53380588875709,18,True
parking_A_1_PUDO_23,3481,4236,ai,do,PUDO,"['a', 'b', 'c']",a11,2,2,1,['a'],True,ap11_3,526.3961362779315,121,5.771583296378111,43,0,0,,,0,False
parking_A_1_PUDO_24,3491,5063,ci,bo,PUDO,"['a', 'b', 'c']",a18,1,2,1,['a'],True,ap14_5,1229.255026612633,268,6.786236195961718,62,0,0,,,0,False
parking_A_1_PUDO_25,3509,4158,bi,ao,PUDO,"['a', 'b', 'c']",a8,1,2,1,['a'],True,ap18_2,283.4115161741119,218,5.54804781518737,101,0,0,,,0,False
parking_A_1_PUDO_26,3522,3870,ci,do,PUDO,"['a', 'c', 'b']",a11,2,2,1,['a'],True,ap11_5,108.55032688939515,126,4.196779937697755,87,0,0,,,0,False
parking_A_1_PUDO_27,3547,4331,ci,do,PUDO,"['a', 'c', 'b']",a11,2,1,1,['a'],True,ap7_1,478.942837580389,162,5.569092250945917,139,1,0,,,0,False
parking_A_1_LUL_20,3551,5399,bi,ao,LUL,"['a', 'c', 'b']",a13,1,3,1,['a'],True,ap13_1,1942.1292750443044,296,3.690065958706931,52,1,0,,,0,False
parking_A_2_PARK_0,3600,5399,ci,ao,PARK,"['a', 'b', 'c']",a17,1,3,1,['a'],True,ap17_3,2424.096576965478,160,5.102992575368852,38,0,0,,,0,False
parking_A_2_PUDO_0,3614,4796,bi,bo,PUDO,"['a', 'b', 'c']",a11,1,1,1,['a'],True,ap13_2,854.3549117775224,307,5.484639097793278,77,0,0,,,0,False
parking_B_2_PARK_0,3658,4847,di,bo,PARK,"['b', 'a', 'c']",b17,2,2,1,['b'],True,bp17_1,968.6528729086335,96,6.027352829843048,37,0,0,,,0,False
parking_B_2_LUL_0,3662,4789,ci,bo,LUL,"['b', 'c', 'a']",b14,2,1,1,['b'],True,bp14_5,828.1271146982087,197,4.828421128247872,64,0,0,,,0,False
parking_A_2_PARK_1,3696,4091,bi,do,PARK,"['a', 'b', 'c']",a18,2,1,1,['a'],False,,385.8637329090643,219,4.974294206425118,219,0,0,,,0,False
parking_C_2_PARK_0,3701,5399,ai,do,PARK,"['c', 'b', 'a']",c7,1,2,1,['c'],True,cp10_1,2693.002113713718,121,9.028533850071234,106,1,0,,,0,False
parking_B_2_PUDO_0,3705,4169,bi,bo,PUDO,"['b', 'c', 'a']",b17,1,1,1,['b'],False,,37.264204478762665,228,2.793547312181894,228,0,0,,,0,False
parking_A_2_PARK_2,3711,4638,ai,ao,PARK,"['a', 'b', 'c']",a8,1,3,1,['a'],True,ap7_4,563.2421905034474,115,6.742109520318455,82,1,0,,,0,False
parking_A_2_LUL_0,3727,5261,di,bo,LUL,"['a', 'b', 'c']",a17,1,1,1,['a'],True,ap17_2,1208.9167721994245,205,3.5821993388411855,78,0,0,,,0,False
parking_A_2_LUL_1,3753,4830,bi,co,LUL,"['a', 'b', 'c']",a12,1,3,1,['a'],True,ap12_1,772.2830780871197,204,5.3737194113662845,47,0,0,,,0,False
parking_A_2_PUDO_1,3767,3943,di,do,PUDO,"['a', 'b', 'c']",a12,1,3,1,['a'],True,ap12_5,52.88026162407059,148,8.992788416137712,24,1,0,,,0,False
parking_A_2_PUDO_2,3774,4118,ci,bo,PUDO,"['a', 'c', 'b']",a12,2,3,1,['a'],True,ap8_1,39.43827345806205,216,5.900292059028457,72,0,0,,,0,False
parking_B_2_LUL_1,3777,5022,ci,co,LUL,"['b', 'c', 'a']",b8,2,1,1,['b'],True,bp12_2,899.9675208150022,238,3.6992292060885217,113,1,0,,,0,False
parking_B_2_PUDO_1,3791,4280,ci,co,PUDO,"['b', 'a', 'c']",b18,0,3,1,['b'],True,bp11_4,143.95539294841964,210,3.185630587038724,63,1,0,,,0,False
parking_A_2_LUL_2,3794,5399,ci,bo,LUL,"['a', 'b', 'c']",a17,1,3,1,['a'],True,ap13_3,1519.1102666877007,300,7.973811571226676,27,1,0,,,0,False
parking_A_2_PUDO_3,3837,5027,ai,co,PUDO,"['a', 'c', 'b']",a12,1,2,1,['a'],True,ap12_5,895.5462364076411,133,6.404800203693941,14,1,0,,,0,False
parking_B_2_LUL_2,3845,5399,di,bo,LUL,"['b', 'c', 'a']",b7,2,3,1,['b'],True,bp7_1,1383.739591867506,271,5.190978761098931,32,0,0,,,0,False
parking_A_2_PARK_3,3850,5399,di,co,PARK,"['a', 'b', 'c']",a13,2,3,1,['a'],True,ap7_5,2778.315306490865,198,4.058302380785512,177,0,0,,,0,False
parking_B_2_PARK_1,3852,5399,ci,do,PARK,"['b', 'a', 'c']",b12,0,3,1,['b'],True,bp17_4,4181.120724263725,159,5.396706313607269,35,1,0,,,0,False
parking_A_2_PUDO_4,3855,4393,di,bo,PUDO,"['a', 'b', 'c']",a8,2,1,1,['a'],True,ap11_2,305.41333128019625,146,3.9184319211223384,147,1,1,LUL,10.831112743290237,1,True
parking_B_2_PUDO_2,3858,4392,di,co,PUDO,"['b', 'a', 'c']",b18,2,2,1,['b'],True,bp18_2,197.82758247219007,134,4.543041583615503,69,1,0,,,0,False
parking_B_2_PUDO_3,3883,4785,ai,bo,PUDO,"['b', 'a', 'c']",b7,2,3,1,['b'],True,bp11_2,922.8004984484265,154,4.677520307273443,171,1,1,PARK,10.36486016204767,17,True
parking_A_2_PUDO_5,3884,4337,bi,bo,PUDO,"['a', 'b', 'c']",a11,2,1,1,['a'],True,ap11_5,80.07778280052462,165,5.419401504995308,72,1,0,,,0,False
parking_A_2_LUL_3,3886,5399,ci,do,LUL,"['a', 'c', 'b']",a13,2,1,1,['a'],True,ap13_4,2600.9784124461085,258,4.394976889345982,57,0,0,,,0,False
parking_A_2_LUL_4,3897,5399,di,ao,LUL,"['a', 'b', 'c']",a18,0,3,1,['a'],True,ap8_2,1573.7567896885205,214,2.0634095946890367,62,1,0,,,0,False
parking_B_2_PARK_2,3910,5140,ai,ao,PARK,"['b', 'a', 'c']",b17,2,3,1,['b'],True,bp17_5,888.6859592255279,253,5.272522598838838,70,1,0,,,0,False
parking_B_2_PUDO_4,3935,4619,bi,bo,PUDO,"['b', 'a', 'c']",b8,1,1,1,['b'],True,bp8_2,449.26606594556637,265,3.24257999050014,95,0,0,,,0,False
parking_A_2_PUDO_6,3954,4237,di,do,PUDO,"['a', 'b', 'c']",a17,0,1,1,['a'],True,a17_il,307.6454411015132,32,5.477806989504194,66,1,2,,7.186910643244112,34,True
parking_A_2_LUL_5,3961,5399,ci,co,LUL,"['a', 'b', 'c']",a18,1,3,1,['a'],True,ap18_1,1153.1119783070271,193,6.099115509931457,39,1,0,,,0,False
parking_B_2_PUDO_5,3963,4502,bi,do,PUDO,"['b', 'c', 'a']",b12,1,1,1,['b'],True,bp12_1,320.31028249408206,183,6.766407639422977,27,1,0,,,0,False
parking_B_2_PUDO_6,4020,4766,ai,do,PUDO,"['b', 'a', 'c']",b11,2,1,1,['b'],True,bp11_4,392.1468350478843,156,4.365126177544788,53,0,0,,,0,False
parking_A_2_PUDO_7,4024,4342,ci,bo,PUDO,"['a', 'c', 'b']",a18,1,3,1,['a'],True,ap18_2,18.981888474389542,105,6.9608096491587395,25,0,0,,,0,False
parking_A_2_PARK_4,4027,5367,bi,ao,PARK,"['a', 'b', 'c']",a18,2,3,2,"['a', 'b']",True,bp13_1,783.9363700264671,189,5.252865019181877,224,0,0,,,0,False
parking_B_2_PUDO_7,4033,4565,ai,ao,PUDO,"['b', 'a', 'c']",b8,2,3,1,['b'],True,bp13_5,218.91692424637634,269,4.918451329737938,130,0,0,,,0,False
parking_A_2_PUDO_8,4035,4643,ci,bo,PUDO,"['a', 'c', 'b']",a17,1,1,1,['a'],True,ap17_4,307.6275895366896,106,7.133021994046265,22,0,0,,,0,False
parking_B_2_PARK_3,4055,5399,bi,do,PARK,"['b', 'a', 'c']",b17,2,1,1,['b'],True,bp12_3,1896.0401624900082,161,7.583254562462125,23,1,0,,,0,False
parking_B_2_PARK_4,4064,5399,ci,ao,PARK,"['b', 'a', 'c']",b13,0,2,1,['b'],True,bp11_3,2574.442537119724,234,3.9804645923292674,49,1,0,,,0,False
parking_A_2_LUL_6,4075,5399,ci,bo,LUL,"['a', 'b', 'c']",a17,1,1,1,['a'],True,ap12_2,1748.3382076353205,199,4.350269670650308,59,0,0,,,0,False
parking_A_2_PARK_5,4101,5399,bi,bo,PARK,"['a', 'c', 'b']",a11,1,2,2,"['a', 'c']",True,cp5_4,2471.2203464429454,182,4.203202296258281,185,0,0,,,0,False
parking_B_2_PUDO_8,4106,4621,bi,do,PUDO,"['b', 'a', 'c']",b7,1,1,1,['b'],False,,542.8122947752629,224,3.655183574040615,224,0,0,,,0,False
parking_A_2_PUDO_9,4144,4476,ai,co,PUDO,"['a', 'b', 'c']",a11,1,2,1,['a'],True,ap11_3,36.425715121907785,203,6.172035616329068,42,1,0,,,0,False
parking_A_2_PUDO_10,4149,4405,ai,do,PUDO,"['a', 'c', 'b']",a7,2,1,1,['a'],True,ap7_1,40.881360959095566,200,9.090684068649773,17,0,0,,,0,False
